都道府県,市区町村,住所,都道府県_候補,市区町村_候補,住所c_候補,住所d_候補,住所e_候補,match_score,match_status,不一致理由
埼玉県,川口市,元郷6-11-11 うけがわビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝5-26-30 専売ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝5-30-3,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,虎ノ門2-2-1 JTビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,春日2-24-12 パークハイム文京春日202,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝5-16-1 千代ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,後楽2-5-1 飯田橋ファーストビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,虎ノ門3-18-16 虎ノ門3丁目MIビル2F,,,,,,0.0,unmatched,市区町村一致なし
神奈川県,川崎市,川崎区田町2-9-1,神奈川県,川崎市,川崎区,田島町,,60.17,unmatched,住所類似度しきい値未満
東京都,千代田区,富士見2-6-12 AMビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲1-5-17 香川ビル9F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,虎ノ門3-25-3 芝ロイヤル201,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本駒込2-10-3 白山千石駅前立川ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,飯田橋3-6-8 飯田橋T＆Sビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝5-27-13 第2小川ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,虎ノ門2-2-2,,,,,,0.0,unmatched,市区町村一致なし
東京都,豊島区,駒込2-3-3 駒込北口ビル1・2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,豊島区,駒込2-8-3 稲山ビル2F201,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,富士見1-2-24,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,川口市,八幡木1-22-8,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,川口市,東川口2-6-5 井町ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,虎ノ門2-6-10 島崎ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,北区,西ケ原1-6-13,,,,,,0.0,unmatched,市区町村一致なし
東京都,北区,上中里1-37-15 大林フローラ上中里1F,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,春日部市,中央1-19-1 小川ビル106,,,,,,0.0,unmatched,市区町村一致なし
東京都,足立区,新田3-35-20 ロイヤルパークス新田A棟1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝浦3-1-33 善波ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,飯田橋1-8-8 おおのビル1F・2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,愛宕1-1-1 三興第2ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,虎ノ門1-23-3 虎ノ門ヒルズ森タワー3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝5-33-8 第一田町ビルB1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝浦3-16-13 ギャラリー田町1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,愛宕2-5-1 愛宕グリーンヒルズMORIタワー3F,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,春日部市,中央1-21-2 ヨーカドー第二立体ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝浦3-12-6,,,,,,0.0,unmatched,市区町村一致なし
東京都,北区,上中里3-18-3 1F・2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,虎ノ門1-17-1 虎ノ門5森ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,北区,西ケ原1-20-16 ベルビューミサカ1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,飯田橋2-6-3 N&amp;Kビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,足立区,鹿浜5-11-1,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,さいたま市,北区吉野町1-22-1,埼玉県,さいたま市,北区,吉野町,,79.62,review,
東京都,文京区,本駒込1-12-1,,,,,,0.0,unmatched,市区町村一致なし
東京都,品川区,東品川2-2-20 天王洲郵船ビル108C,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,春日部市,中央1-11-3 ムツミプラザビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,虎ノ門1-11-13 斉藤ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,小石川2-25-10 パークホームズ小石川101,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,西新橋3-23-13 石井ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,西新橋3-19-18,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,西新橋3-23-8 馬場ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,西新橋3-5-1 橋場ビル2F,,,,,,0.0,unmatched,市区町村一致なし
栃木県,栃木市,都賀町 家中2408,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,小石川1-2-3 小石川春日ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,非公開,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝公園2-4-1 ダヴィンチ芝パーク204,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝4-7-6 芝ビルディング407,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,白山1-33-25,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,白山1-33-27,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,西新橋2-39-8 鈴丸ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,三崎町2-17-8 皆川ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝大門2-1-13 芝大友ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝大門2-7-9 小野田ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝大門2-2-2 花正ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷4-16-7 ハビテーション松下2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田神保町3-5 ニュー徳栄ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋5-25-5 早川ホワイトビル2F・3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,西新橋1-5-9 TSビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,北区,田端3-10-6,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,内幸町2-2-3 日比谷国際ビル311,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝大門1-16-1 穂積ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,西新橋1-2-9 日比谷セントラルビルB2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋5-7-14 ひたちやビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋3-4-7,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,小石川1-2-3 小石川春日ビル7F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,芝大門1-3-5 ゲイブルワンビル3F,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,春日部市,中央7-2-1,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田神保町3-17 ヨシダFGビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,浜松町1-27-8 橋立ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋2-2-5 丸山ビル4F,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,春日部市,粕壁東1-6-2,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋3-9-9 喜三郎ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋1-18-1 航空会館6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋2-14-4 Rビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋2-10-5 末吉ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,浜松町1-9-12 三宅屋ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋2-10-3 ブラザービル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,浜松町1-25-10 KOSEAビル1F,,,,,,0.0,unmatched,市区町村一致なし
山形県,西置賜郡,小国町あけぼの1-1,山形県,西置賜郡,小国町,大字あけぼの,,72.48,review,
東京都,千代田区,神田神保町2-9 神田神保町メディカルモール2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋1-18-13 新協和ビル1F・2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,海岸3-18-26 山田栄―商店第二海岸ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋3-13-5 新橋カシマビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,浜松町2-4-1 世界貿易センタービル14F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋1-17-8 TKK新橋ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,東新橋2-6-6 汐留AZビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,西片2-1-4 1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,千駄木5-34-11,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本駒込3-18-22,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋2-16-1 ニュー新橋ビル310,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋3-23-4 青木ビル,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西尾久6-30-6,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,千駄木4-13-6 アドリーム文京動坂j-202,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷2-19-5 長崎ビル,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷5-3-2 長谷川ビルB1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋1-11-2 鈴木ビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋1-11-5 コルティーレ銀座3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋2-20-15 新橋駅前ビル1号館226,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋2-19-2 リプロ新橋4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋2-19-6 新和ビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,千代田1-2,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,"本郷5-25-13 スカイビジョンビル1F,2F",,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,有楽町1丁目2−2 日比谷シャンテ B1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,足立区,小台2-28-8,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田神保町1-2-3 水野ビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,有楽町1-5-2 東宝ツインタワービル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷5-23-11 平木ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋1-9-1 新橋二光ビル3F,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,春日部市,粕壁東3-4-21 ライオンズマンション春日部シティ205,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷2-27-6 ガーラ本郷三丁目1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,麹町4-5 桜井ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座8-4-27 セザール銀座ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋1-8-4 丸忠ビル4F-A,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,川口市,東本郷1432,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西尾久6-2-1,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座7-2-4 松尾ビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-1-16 西銀座ビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座7-4-13 1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座8-8-11 銀座博品館B1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座8-6-5 井上ビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,丸の内3-1-1 国際ビルB1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座8-7-21 三恵ビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,有楽町1-7-1 有楽町電気ビル南館B1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,港区,新橋1-6-7 ウエスト銀座ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座8-9-11 天国ビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座6-4-5 オリエントビル7F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西尾久5-7-25,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,有楽町1-12-1 新有楽町ビルB1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座8-10-3 銀座三鈴ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷3-1-3,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,丸の内2-3-2 郵船ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座6-7-7 第三岩月ビル8F,,,,,,0.0,unmatched,市区町村一致なし
東京都,足立区,江北3丁目22−9,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷3-39-3,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座7-10-8 第五太陽ビル602,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,千駄木3-47-2 山清ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田小川町3-2 大丸ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田小川町3-2-18 チェスターコート御茶ノ水1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座6-9-7 近畿建物銀座ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座6-9-8 銀座UKビル7F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,丸の内1-2-1 東京海上ビル本館B1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷3-4-3 ヒルズ884お茶の水ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-4-5 与板屋ビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,台東区,雷門2-8-5,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷3-25-12,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座6-9-4 岩崎ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-6-8 島田ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-6-15 座STONE4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-6-6 銀座フォトグビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,本郷7-3-1,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-3-11 松崎ビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田駿河台2-8 瀬川ビルディング6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-3-10 MOTOKI-N4ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,北区,田端新町3-36-6,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-3-9 クイーンズハウス6F・7F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-2-6 鶴亀ビル7F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西日暮里4-22-2 則竹ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-2-2 第一弥生ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,千駄木3-41-12 アネックス千駄木102,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-7-6 銀座大黒屋ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-3-7 華菱ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田小川町2-3-7 兼七ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-2-12 全研ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-9-13 菊正ビル5F,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,春日部市,一ノ割2-4-15,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-8-20 銀座コア8F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座7-14-15 杉山ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-2-1 プランタン銀座モード館4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-3-12 銀座ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-3-14 啓徳ビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-9-19 銀座MCビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-3-8 TMビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,大手町1丁目5−5 大手町タワー B1,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座6-16-11 銀座Aビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座2-2-8 日商ビルB1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-5-1 301,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座2-2-17 有楽橋ビル北館5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-10-12 古田ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲2-5-6 KBYビル1･2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座2-2-19 美豊ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西日暮里3-6-15 北条ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,大手町1-9-4 大手町フィナンシャルシティノースタワー4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-5-7 池田屋ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,足立区,入谷2-2-17 クレール・メゾン1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,外神田2-18-3 第2昭和ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,内神田1-6-7 太陽ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-13-12 サンビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-4-8 銀座ビックウエスト5号館5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座2-4-18 ALBORE-GINZA5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田淡路町2-21,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,内神田1-17-1 橋本ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-5-11 小林ビル2F・3F・4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-10-10 GMビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田淡路町2-1 不ニビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,内神田2-5-5 城南ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-5-14 銀座コスミオンビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,内神田1-18-9 ノシロビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-13-2 長岡ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-14-16 銀座アビタシオン101,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田淡路町1-3-1 トーハン淡路町ビル1F・B1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座2-7-11 ブラジルビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-5-1 第三太陽ビル304,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,築地5-1-1,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,丸の内1-9-2 グラントウキョウサウスタワー2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-12-19 日章興産ビル7F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-9-11 紙パルプ会館4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西日暮里5-34-3 ムツミビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-7-10 銀座富士ビル8F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲2-7-2 八重洲三井ビルB1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座5-15-1 南海東京ビルディングB2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西日暮里6-54-8,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,湯島3-5-7,,,,,,0.0,unmatched,市区町村一致なし
東京都,新宿区,神楽坂6-57,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲2-6-2 八重洲マキビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-7-6 タニザワビル7F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-12-15 歌舞伎座タワー16F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1丁目7−6 銀座河合ビル 8F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,丸の内1-7-12 サピアタワー7F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座4-11-2 栄ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-12-12 福原ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲2-7-9 相模ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,文京区,湯島4-6-11 湯島ハイタウンA109,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-8-19 KIRARITOGINZA10F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-12-11 加藤ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,東尾久4-5-12,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-12-15,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-12-15,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,越谷市,南荻島112-3 中村ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲2-4-6 八重洲鈴木ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,築地5-2-1 中央卸売市場築地市場内,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,東尾久8-14-3,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲2-4-10 第一幸田ビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座2-11-4 富善ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-13-8 ウエルビル5F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲2-3-9 岩本ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田須田町1-12-3 アルカディアビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲2-3-9 新光ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-14-9 銀座スワロービル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-14-14 銀座森川ﾋﾞﾙ3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,東尾久2-49-3,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲1-9-13 八重洲ヤヨイビル9F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,東尾久3-25-3,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,内神田3-4-10 氏家ビル1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,丸の内1-8-1 丸の内トラストタワーN館202,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,京橋1-5-1 京橋昌平ビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座3-14-19 ブレコンプラザ1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,築地4-7-5 築地KYビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲1-6-17 八重洲勧業ビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,京橋2-5-21 京橋NSビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,台東区,上野1-14-2,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田須田町1-26 SAN-Aビル3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,築地2-15-15 セントラル東銀座ビル2F202,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-20-11 絹谷ビル銀座2F,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,春日部市,大枝89-3-23-102,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,銀座1-20-16 岡安ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,京橋1-1-1 八重洲ダイビルA館B1F,,,,,,0.0,unmatched,市区町村一致なし
東京都,台東区,東上野3-19-15 小森ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,内神田3-21-6 村越ビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西日暮里5-14-12 太陽ビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲1-8-9 八洲ビル(B)3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,荒川区,西日暮里6-25-14 RTビル2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,八重洲1-7-10 今井ビル6F,,,,,,0.0,unmatched,市区町村一致なし
埼玉県,越谷市,千間台西2-12-8,,,,,,0.0,unmatched,市区町村一致なし
東京都,足立区,扇1-21-7 アムマイン3F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,京橋2-8-2 渋井ビル,,,,,,0.0,unmatched,市区町村一致なし
東京都,足立区,扇3-1-1,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,京橋2-8-16 中田ビル,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,京橋2-6-13 橘五号館2F,,,,,,0.0,unmatched,市区町村一致なし
東京都,千代田区,神田鍛冶町3-2-1 サンミビル6F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,日本橋3丁目2−2 オオタケ 㐧7ビル Ｂ1階 旧：,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,日本橋3-1-17 日本橋ヒロセビル9F,,,,,,0.0,unmatched,市区町村一致なし
東京都,中央区,日本橋3-4-11 林華ビル4F,,,,,,0.0,unmatched,市区町村一致なし
東京都,台東区,上野1-1-12 新広小路ビル3F,,,,,,0.0,unmatched,市区町村一致なし
